xls,site_name,proxy,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,reference,doi,co2_as_published,proxy_category,category_reason,co2_superseded,co2_recalculated,co2_revised_reason,age_as_published,age_quarantined,age_superseded,age_recalculated,age_revised_reason,modern_latitude,modern_longitude
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1482.5,6,6,226.46,21.92,21.12,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1490,6,6,292.14,29.75,28.35,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1493,6,6,214.47,20.98,20.3,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1496.43,6,6,200.9,20.32,19.6,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1499,6,6,223.7,20.78,20.08,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1502.33,6,6,182.85,18.23,17.88,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1505.67,6,6,249,23.88,22.96,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1509,6,6,276.55,28.99,27.65,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1512.33,6,6,223.16,22.89,22.01,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1515.67,6,6,298.81,32.32,30.53,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1519,6,6,277.84,29.79,28.34,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1522.33,6,6,283.56,33.3,31.39,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1525.67,6,6,305.85,31.34,29.69,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1529,6,6,255.74,24.38,23.44,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1535.67,6,6,295.46,31.54,29.82,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.7705,-20.927
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,14.6,4,4,241.15,29.52,27.69,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,14.6,4,4,231.57,28.21,26.49,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,20.4,4,4,178.61,21.76,20.74,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,40.8,4,4,213.12,25.9,24.38,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,70.6,4,4,242.31,29.99,28.1,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,113.6,4,4,259.73,32.11,30.07,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,123.2,4,4,302.47,35.81,33.56,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,128.1,4,4,270.44,33.43,31.28,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,136.8,4,4,197.24,23.69,22.45,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,138.6,4,4,177,28.97,26.32,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,329.1,4,4,297.4,38.06,35.31,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,358.5,4,4,211.61,25.01,23.68,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,366.9,4,4,223.42,31.89,29.3,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,386.4,4,4,250.44,30.59,28.77,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,409.1,4,4,297.13,37.1,34.61,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,418.8,4,4,274.74,36.06,33.5,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,541.6,4,4,243.84,26.85,25.61,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,616.3,4,4,249.38,29.17,27.65,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,651,4,4,174.19,20.32,19.68,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,662.1,4,4,198.55,22.91,21.91,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,675,4,4,216.34,24.52,23.39,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,702.2,4,4,252.73,29.36,27.86,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,703.5,4,4,263.11,30.88,29.24,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,731,4,4,223.6,27.05,25.59,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,752.4,4,4,208.65,23.6,22.55,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,891.9,4,4,201.82,21.74,20.93,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,950,4,4,281.42,52.2,45.63,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,952.8,4,4,304.42,37.04,34.74,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1072.8,6,6,293.02,37.63,35.16,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1078.9,6,6,257.86,28.25,26.97,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1168.3,6,6,265.24,32.87,30.99,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
boron_isotopes_dyez_2018_p1.0.xlsx,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,Boron Proxies,1192.4,6,6,212.81,24.1,23.06,"Dyez, K.A., Hönisch, B. and Schmidt, G.A. (2018) Early Pleistocene Obliquity-Scale pCO2 Variability at ~1.5 Million Years Ago. Paleoceanography and Paleoclimatology 33",10.1029/2018PA003349,FALSE,1,all known sources of error have been quantified and/or sensitivity of the CO2 estimate to those sources is small,,TRUE,updated error calculation using per sample uncertainties,TRUE,FALSE,,FALSE,added age uncertainty based on LR04,4.77,-20.93
